codigo,descricao,unidade,classe,grupo,custo_total,custo_mao_obra,custo_material,custo_equipamento,referencia
97621,"DEMOLIÇÃO DE ALVENARIA DE BLOCO FURADO, DE FORMA MANUAL, COM REAPROVEITAMENTO. AF_09/2023",M3,SERVICOS PRELIMINARES,DEMOLICOES/RETIRADAS,113.56,82.70,30.86,0.00,202412
97622,"DEMOLIÇÃO DE ALVENARIA DE BLOCO FURADO, DE FORMA MANUAL, SEM REAPROVEITAMENTO. AF_09/2023",M3,SERVICOS PRELIMINARES,DEMOLICOES/RETIRADAS,55.34,40.33,15.01,0.00,202412
97623,"DEMOLIÇÃO DE ALVENARIA DE TIJOLO MACIÇO, DE FORMA MANUAL, COM REAPROVEITAMENTO. AF_09/2023",M3,SERVICOS PRELIMINARES,DEMOLICOES/RETIRADAS,169.54,123.45,46.09,0.00,202412
97624,"DEMOLIÇÃO DE ALVENARIA DE TIJOLO MACIÇO, DE FORMA MANUAL, SEM REAPROVEITAMENTO. AF_09/2023",M3,SERVICOS PRELIMINARES,DEMOLICOES/RETIRADAS,104.06,75.79,28.27,0.00,202412
97625,"DEMOLIÇÃO DE ALVENARIA PARA QUALQUER TIPO DE BLOCO, DE FORMA MECANIZADA, SEM REAPROVEITAMENTO. AF_09/2023",M3,SERVICOS PRELIMINARES,DEMOLICOES/RETIRADAS,54.81,9.84,12.62,32.35,202412
97626,"DEMOLIÇÃO DE PILARES E VIGAS EM CONCRETO ARMADO, DE FORMA MANUAL, SEM REAPROVEITAMENTO. AF_09/2023",M3,SERVICOS PRELIMINARES,DEMOLICOES/RETIRADAS,556.22,404.93,151.29,0.00,202412
97627,"DEMOLIÇÃO DE PILARES E VIGAS EM CONCRETO ARMADO, DE FORMA MECANIZADA COM MARTELETE, SEM REAPROVEITAMENTO. AF_09/2023",M3,SERVICOS PRELIMINARES,DEMOLICOES/RETIRADAS,192.73,142.63,36.28,8.44,202412
97628,"DEMOLIÇÃO DE LAJES, EM CONCRETO ARMADO, DE FORMA MANUAL, SEM REAPROVEITAMENTO. AF_09/2023",M3,SERVICOS PRELIMINARES,DEMOLICOES/RETIRADAS,259.05,188.62,70.43,0.00,202412
97629,"DEMOLIÇÃO DE LAJES, EM CONCRETO ARMADO, DE FORMA MECANIZADA COM MARTELETE, SEM REAPROVEITAMENTO. AF_09/2023",M3,SERVICOS PRELIMINARES,DEMOLICOES/RETIRADAS,89.75,66.49,16.84,3.91,202412
97631,"DEMOLIÇÃO DE ARGAMASSAS, DE FORMA MANUAL, SEM REAPROVEITAMENTO. AF_09/2023",M2,SERVICOS PRELIMINARES,DEMOLICOES/RETIRADAS,11.24,8.31,2.93,0.00,202412
97632,"DEMOLIÇÃO DE RODAPÉ CERÂMICO, DE FORMA MANUAL, SEM REAPROVEITAMENTO. AF_09/2023",M,SERVICOS PRELIMINARES,DEMOLICOES/RETIRADAS,2.61,1.98,0.63,0.00,202412
97633,"DEMOLIÇÃO DE REVESTIMENTO CERÂMICO, DE FORMA MANUAL, SEM REAPROVEITAMENTO. AF_09/2023",M2,SERVICOS PRELIMINARES,DEMOLICOES/RETIRADAS,22.85,16.96,5.89,0.00,202412
97634,"DEMOLIÇÃO DE REVESTIMENTO CERÂMICO, DE FORMA MECANIZADA COM MARTELETE, SEM REAPROVEITAMENTO. AF_09/2023",M2,SERVICOS PRELIMINARES,DEMOLICOES/RETIRADAS,7.08,5.33,1.44,0.18,202412
97635,"REMOÇÃO DE PISO DE BLOCO INTERTRAVADO OU DE PEDRA PORTUGUESA, DE FORMA MANUAL, COM REAPROVEITAMENTO. AF_09/2023",M2,SERVICOS PRELIMINARES,DEMOLICOES/RETIRADAS,14.77,10.68,4.09,0.00,202412
97636,"DEMOLIÇÃO PARCIAL DE PAVIMENTO ASFÁLTICO, DE FORMA MECANIZADA, SEM REAPROVEITAMENTO. AF_09/2023",M2,SERVICOS PRELIMINARES,DEMOLICOES/RETIRADAS,22.79,9.47,4.52,8.80,202412
97637,"REMOÇÃO DE TAPUME/ CHAPAS METÁLICAS E DE MADEIRA, DE FORMA MANUAL, SEM REAPROVEITAMENTO. AF_09/2023",M2,SERVICOS PRELIMINARES,DEMOLICOES/RETIRADAS,2.80,2.13,0.67,0.00,202412
97638,"REMOÇÃO DE CHAPAS E PERFIS DE DRYWALL, DE FORMA MANUAL, SEM REAPROVEITAMENTO. AF_09/2023",M2,SERVICOS PRELIMINARES,DEMOLICOES/RETIRADAS,8.16,6.10,2.06,0.00,202412
97639,"REMOÇÃO DE PLACAS E PILARETES DE CONCRETO, DE FORMA MANUAL, SEM REAPROVEITAMENTO. AF_09/2023",M2,SERVICOS PRELIMINARES,DEMOLICOES/RETIRADAS,20.31,15.04,5.27,0.00,202412
97640,"REMOÇÃO DE FORROS DE DRYWALL, PVC E FIBROMINERAL, DE FORMA MANUAL, SEM REAPROVEITAMENTO. AF_09/2023",M2,SERVICOS PRELIMINARES,DEMOLICOES/RETIRADAS,1.90,1.45,0.45,0.00,202412
97641,"REMOÇÃO DE FORRO DE GESSO, DE FORMA MANUAL, SEM REAPROVEITAMENTO. AF_09/2023",M2,SERVICOS PRELIMINARES,DEMOLICOES/RETIRADAS,2.91,2.20,0.71,0.00,202412
97642,"REMOÇÃO DE TRAMA METÁLICA OU DE MADEIRA PARA FORRO, DE FORMA MANUAL, SEM REAPROVEITAMENTO. AF_09/2023",M2,SERVICOS PRELIMINARES,DEMOLICOES/RETIRADAS,2.73,2.06,0.67,0.00,202412
97643,"REMOÇÃO DE PISO DE MADEIRA (ASSOALHO E BARROTE), DE FORMA MANUAL, SEM REAPROVEITAMENTO. AF_09/2023",M2,SERVICOS PRELIMINARES,DEMOLICOES/RETIRADAS,24.91,18.45,6.46,0.00,202412
97644,"REMOÇÃO DE PORTAS, DE FORMA MANUAL, SEM REAPROVEITAMENTO. AF_09/2023",M2,SERVICOS PRELIMINARES,DEMOLICOES/RETIRADAS,9.40,6.99,2.41,0.00,202412
97645,"REMOÇÃO DE JANELAS, DE FORMA MANUAL, SEM REAPROVEITAMENTO. AF_09/2023",M2,SERVICOS PRELIMINARES,DEMOLICOES/RETIRADAS,24.30,17.98,6.32,0.00,202412
97647,"REMOÇÃO DE TELHAS DE FIBROCIMENTO METÁLICA E CERÂMICA, DE FORMA MANUAL, SEM REAPROVEITAMENTO. AF_09/2023",M2,SERVICOS PRELIMINARES,DEMOLICOES/RETIRADAS,3.50,2.64,0.86,0.00,202412
97648,"REMOÇÃO DE PROTEÇÃO TÉRMICA PARA COBERTURA EM EPS, DE FORMA MANUAL, SEM REAPROVEITAMENTO. AF_09/2023",M2,SERVICOS PRELIMINARES,DEMOLICOES/RETIRADAS,2.01,1.52,0.49,0.00,202412
97649,"REMOÇÃO DE TELHAS DE FIBROCIMENTO, METÁLICA E CERÂMICA, DE FORMA MECANIZADA, COM USO DE GUINDASTE, SEM REAPROVEITAMENTO. AF_09/2023",M2,SERVICOS PRELIMINARES,DEMOLICOES/RETIRADAS,4.48,2.90,0.95,0.63,202412
97650,"REMOÇÃO DE TRAMA DE MADEIRA PARA COBERTURA, DE FORMA MANUAL, SEM REAPROVEITAMENTO. AF_09/2023",M2,SERVICOS PRELIMINARES,DEMOLICOES/RETIRADAS,7.55,5.61,1.94,0.00,202412
97651,"REMOÇÃO DE TESOURAS DE MADEIRA, COM VÃO MENOR QUE 8M, DE FORMA MANUAL, SEM REAPROVEITAMENTO. AF_09/2023",UN,SERVICOS PRELIMINARES,DEMOLICOES/RETIRADAS,82.25,60.74,21.51,0.00,202412
97652,"REMOÇÃO DE TESOURAS DE MADEIRA, COM VÃO MAIOR OU IGUAL A 8M, DE FORMA MANUAL, SEM REAPROVEITAMENTO. AF_09/2023",UN,SERVICOS PRELIMINARES,DEMOLICOES/RETIRADAS,186.47,137.63,48.84,0.00,202412
97653,"REMOÇÃO DE TESOURAS DE MADEIRA, COM VÃO MENOR QUE 8M, DE FORMA MECANIZADA, COM REAPROVEITAMENTO. AF_09/2023",UN,SERVICOS PRELIMINARES,DEMOLICOES/RETIRADAS,146.72,37.67,9.65,98.31,202412
97654,"REMOÇÃO DE TESOURAS DE MADEIRA, COM VÃO MAIOR OU IGUAL A 8M, DE FORMA MECANIZADA, COM REAPROVEITAMENTO. AF_09/2023",UN,SERVICOS PRELIMINARES,DEMOLICOES/RETIRADAS,180.84,62.86,18.60,98.29,202412
97655,"REMOÇÃO DE TRAMA METÁLICA PARA COBERTURA, DE FORMA MANUAL, SEM REAPROVEITAMENTO. AF_09/2023",M2,SERVICOS PRELIMINARES,DEMOLICOES/RETIRADAS,40.38,12.68,27.54,0.16,202412
97656,"REMOÇÃO DE TESOURAS METÁLICAS, COM VÃO MENOR QUE 8M, DE FORMA MANUAL, SEM REAPROVEITAMENTO. AF_09/2023",UN,SERVICOS PRELIMINARES,DEMOLICOES/RETIRADAS,362.60,132.87,228.26,1.47,202412
97657,"REMOÇÃO DE TESOURAS METÁLICAS, COM VÃO MAIOR OU IGUAL A 8M, DE FORMA MANUAL, SEM REAPROVEITAMENTO. AF_09/2023",UN,SERVICOS PRELIMINARES,DEMOLICOES/RETIRADAS,718.69,263.35,452.42,2.92,202412
97658,"REMOÇÃO DE TESOURAS METÁLICAS, COM VÃO MENOR QUE 8M, DE FORMA MECANIZADA, COM REAPROVEITAMENTO. AF_09/2023",UN,SERVICOS PRELIMINARES,DEMOLICOES/RETIRADAS,232.56,66.78,65.48,99.20,202412
97659,"REMOÇÃO DE TESOURAS METÁLICAS, COM VÃO MAIOR OU IGUAL A 8M, DE FORMA MECANIZADA, COM REAPROVEITAMENTO. AF_09/2023",UN,SERVICOS PRELIMINARES,DEMOLICOES/RETIRADAS,323.45,106.40,116.48,99.47,202412
97660,"REMOÇÃO DE INTERRUPTORES/TOMADAS ELÉTRICAS, DE FORMA MANUAL, SEM REAPROVEITAMENTO. AF_09/2023",UN,SERVICOS PRELIMINARES,DEMOLICOES/RETIRADAS,0.65,0.52,0.13,0.00,202412
97661,"REMOÇÃO DE CABOS ELÉTRICOS, COM SEÇÃO DE 10 MM², FORMA MANUAL, SEM REAPROVEITAMENTO. AF_09/2023",M,SERVICOS PRELIMINARES,DEMOLICOES/RETIRADAS,0.70,0.55,0.15,0.00,202412
97662,"REMOÇÃO DE TUBULAÇÕES (TUBOS E CONEXÕES) DE ÁGUA FRIA, DE FORMA MANUAL, SEM REAPROVEITAMENTO. AF_09/2023",M,SERVICOS PRELIMINARES,DEMOLICOES/RETIRADAS,0.50,0.39,0.11,0.00,202412
97663,"REMOÇÃO DE LOUÇAS, DE FORMA MANUAL, SEM REAPROVEITAMENTO. AF_09/2023",UN,SERVICOS PRELIMINARES,DEMOLICOES/RETIRADAS,12.42,9.30,3.12,0.00,202412
97664,"REMOÇÃO DE ACESSÓRIOS, DE FORMA MANUAL, SEM REAPROVEITAMENTO. AF_09/2023",UN,SERVICOS PRELIMINARES,DEMOLICOES/RETIRADAS,1.54,1.19,0.35,0.00,202412
97665,"REMOÇÃO DE LUMINÁRIAS, DE FORMA MANUAL, SEM REAPROVEITAMENTO. AF_09/2023",UN,SERVICOS PRELIMINARES,DEMOLICOES/RETIRADAS,1.77,1.37,0.40,0.00,202412
97666,"REMOÇÃO DE METAIS SANITÁRIOS, DE FORMA MANUAL, SEM REAPROVEITAMENTO. AF_09/2023",UN,SERVICOS PRELIMINARES,DEMOLICOES/RETIRADAS,9.06,6.77,2.29,0.00,202412
97667,"ELETRODUTO FLEXÍVEL CORRUGADO, PEAD, DN 50 (1 1/2""), PARA REDE ENTERRADA DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - FORNECIMENTO E INSTALAÇÃO. AF_12/2021",M,INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,ELETRODUTOS/CALHAS PARA LEITO DE CABOS,8.26,2.67,5.59,0.00,202412
97668,"ELETRODUTO FLEXÍVEL CORRUGADO, PEAD, DN 63 (2""), PARA REDE ENTERRADA DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - FORNECIMENTO E INSTALAÇÃO. AF_12/2021",M,INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,ELETRODUTOS/CALHAS PARA LEITO DE CABOS,11.78,3.76,8.02,0.00,202412
97669,"ELETRODUTO FLEXÍVEL CORRUGADO, PEAD, DN 90 (3""), PARA REDE ENTERRADA DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - FORNECIMENTO E INSTALAÇÃO. AF_12/2021",M,INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,ELETRODUTOS/CALHAS PARA LEITO DE CABOS,17.48,6.02,11.46,0.00,202412
97670,"ELETRODUTO FLEXÍVEL CORRUGADO, PEAD, DN 100 (4""), PARA REDE ENTERRADA DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - FORNECIMENTO E INSTALAÇÃO. AF_12/2021",M,INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,ELETRODUTOS/CALHAS PARA LEITO DE CABOS,22.38,6.87,15.51,0.00,202412
97733,"PEÇA RETANGULAR PRÉ-MOLDADA, VOLUME DE CONCRETO DE ATÉ 10 LITROS, TAXA DE AÇO APROXIMADA DE 30KG/M³. AF_03/2024",M3,FUNDACOES E ESTRUTURAS,ESTRUTURAS DIVERSAS,3424.65,1774.32,1624.51,19.61,202412
97734,"PEÇA RETANGULAR PRÉ-MOLDADA, VOLUME DE CONCRETO DE 10 A 30 LITROS, TAXA DE AÇO APROXIMADA DE 30KG/M³. AF_03/2024",M3,FUNDACOES E ESTRUTURAS,ESTRUTURAS DIVERSAS,2990.57,1569.66,1395.56,19.52,202412
97735,"PEÇA RETANGULAR PRÉ-MOLDADA, VOLUME DE CONCRETO DE 30 A 100 LITROS, TAXA DE AÇO APROXIMADA DE 30KG/M³. AF_03/2024",M3,FUNDACOES E ESTRUTURAS,ESTRUTURAS DIVERSAS,2451.01,1167.57,1263.88,14.94,202412
97736,"PEÇA RETANGULAR PRÉ-MOLDADA, VOLUME DE CONCRETO ACIMA DE 100 LITROS, TAXA DE AÇO APROXIMADA DE 30KG/M³. AF_03/2024",M3,FUNDACOES E ESTRUTURAS,ESTRUTURAS DIVERSAS,1476.83,437.71,1031.39,5.52,202412
97737,"PEÇA RETANGULAR PRÉ-MOLDADA, VOLUME DE CONCRETO DE 30 A 70 LITROS, TAXA DE AÇO APROXIMADA DE 70KG/M³. AF_03/2024",M3,FUNDACOES E ESTRUTURAS,ESTRUTURAS DIVERSAS,3203.93,1392.58,1789.53,16.78,202412
97738,"PEÇA CIRCULAR PRÉ-MOLDADA, VOLUME DE CONCRETO DE 10 A 30 LITROS, TAXA DE FIBRA DE POLIPROPILENO APROXIMADA DE 6 KG/M³. AF_03/2024_PS",M3,FUNDACOES E ESTRUTURAS,ESTRUTURAS DIVERSAS,4077.96,1990.77,2061.02,19.81,202412
97739,"PEÇA CIRCULAR PRÉ-MOLDADA, VOLUME DE CONCRETO DE 30 A 100 LITROS, TAXA DE AÇO APROXIMADA DE 30KG/M³. AF_03/2024",M3,FUNDACOES E ESTRUTURAS,ESTRUTURAS DIVERSAS,2925.16,1260.04,1645.43,14.92,202412
97740,"PEÇA CIRCULAR PRÉ-MOLDADA, VOLUME DE CONCRETO ACIMA DE 100 LITROS, TAXA DE AÇO APROXIMADA DE 30KG/M³. AF_03/2024",M3,FUNDACOES E ESTRUTURAS,ESTRUTURAS DIVERSAS,2053.52,597.96,1446.79,6.19,202412
97741,"KIT CAVALETE PARA MEDIÇÃO DE ÁGUA - ENTRADA INDIVIDUALIZADA, EM PVC 25 MM (3/4""), PARA 1 MEDIDOR - FORNECIMENTO E INSTALAÇÃO (EXCLUSIVE HIDRÔMETRO). AF_03/2024",UN,INSTALACOES HIDRO SANITARIAS,HIDROMETRO,179.93,59.57,120.36,0.00,202412
97881,"CAIXA ENTERRADA ELÉTRICA RETANGULAR, EM CONCRETO PRÉ-MOLDADO, FUNDO COM BRITA, DIMENSÕES INTERNAS: 0,3X0,3X0,3 M. AF_12/2020",UN,INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,CAIXAS,130.03,21.02,108.83,0.14,202412
97882,"CAIXA ENTERRADA ELÉTRICA RETANGULAR, EM CONCRETO PRÉ-MOLDADO, FUNDO COM BRITA, DIMENSÕES INTERNAS: 0,4X0,4X0,4 M. AF_12/2020",UN,INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,CAIXAS,204.67,29.81,174.57,0.23,202412
97883,"CAIXA ENTERRADA ELÉTRICA RETANGULAR, EM CONCRETO PRÉ-MOLDADO, FUNDO COM BRITA, DIMENSÕES INTERNAS: 0,6X0,6X0,5 M. AF_12/2020",UN,INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,CAIXAS,396.00,52.44,338.46,4.96,202412
97884,"CAIXA ENTERRADA ELÉTRICA RETANGULAR, EM CONCRETO PRÉ-MOLDADO, FUNDO COM BRITA, DIMENSÕES INTERNAS: 0,8X0,8X0,5 M. AF_12/2020",UN,INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,CAIXAS,773.67,87.74,678.36,7.32,202412
97885,"CAIXA ENTERRADA ELÉTRICA RETANGULAR, EM CONCRETO PRÉ-MOLDADO, FUNDO COM BRITA, DIMENSÕES INTERNAS: 1X1X0,5 M. AF_12/2020",UN,INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,CAIXAS,1190.87,120.32,1055.64,14.54,202412
97886,"CAIXA ENTERRADA ELÉTRICA RETANGULAR, EM ALVENARIA COM TIJOLOS CERÂMICOS MACIÇOS, FUNDO COM BRITA, DIMENSÕES INTERNAS: 0,3X0,3X0,3 M. AF_12/2020",UN,INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,CAIXAS,163.31,77.23,85.64,0.33,202412
97887,"CAIXA ENTERRADA ELÉTRICA RETANGULAR, EM ALVENARIA COM TIJOLOS CERÂMICOS MACIÇOS, FUNDO COM BRITA, DIMENSÕES INTERNAS: 0,4X0,4X0,4 M. AF_12/2020",UN,INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,CAIXAS,256.73,121.08,134.96,0.52,202412
97888,"CAIXA ENTERRADA ELÉTRICA RETANGULAR, EM ALVENARIA COM TIJOLOS CERÂMICOS MACIÇOS, FUNDO COM BRITA, DIMENSÕES INTERNAS: 0,6X0,6X0,6 M. AF_12/2020",UN,INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,CAIXAS,493.67,225.30,266.07,2.00,202412
97889,"CAIXA ENTERRADA ELÉTRICA RETANGULAR, EM ALVENARIA COM TIJOLOS CERÂMICOS MACIÇOS, FUNDO COM BRITA, DIMENSÕES INTERNAS: 0,8X0,8X0,6 M. AF_12/2020",UN,INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,CAIXAS,671.04,306.59,360.87,3.12,202412
97890,"CAIXA ENTERRADA ELÉTRICA RETANGULAR, EM ALVENARIA COM TIJOLOS CERÂMICOS MACIÇOS, FUNDO COM BRITA, DIMENSÕES INTERNAS: 1X1X0,6 M. AF_12/2020",UN,INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,CAIXAS,760.67,313.67,437.90,8.71,202412
97891,"CAIXA ENTERRADA ELÉTRICA RETANGULAR, EM ALVENARIA COM BLOCOS DE CONCRETO, FUNDO COM BRITA, DIMENSÕES INTERNAS: 0,4X0,4X0,4 M. AF_12/2020",UN,INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,CAIXAS,205.99,94.54,110.84,0.46,202412
97892,"CAIXA ENTERRADA ELÉTRICA RETANGULAR, EM ALVENARIA COM BLOCOS DE CONCRETO, FUNDO COM BRITA, DIMENSÕES INTERNAS: 0,6X0,6X0,6 M. AF_12/2020",UN,INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,CAIXAS,386.40,169.15,215.08,1.91,202412
97893,"CAIXA ENTERRADA ELÉTRICA RETANGULAR, EM ALVENARIA COM BLOCOS DE CONCRETO, FUNDO COM BRITA, DIMENSÕES INTERNAS: 0,8X0,8X0,6 M. AF_12/2020",UN,INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,CAIXAS,534.21,235.01,295.80,3.00,202412
97894,"CAIXA ENTERRADA ELÉTRICA RETANGULAR, EM ALVENARIA COM BLOCOS DE CONCRETO, FUNDO COM BRITA, DIMENSÕES INTERNAS: 1X1X0,6 M. AF_12/2020",UN,INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,CAIXAS,594.86,226.86,359.08,8.60,202412
97895,"CAIXA ENTERRADA HIDRÁULICA RETANGULAR, EM CONCRETO PRÉ-MOLDADO, DIMENSÕES INTERNAS: 0,3X0,3X0,3 M. AF_12/2020",UN,INSTALACOES HIDRO SANITARIAS,"CAIXAS D'DAGUA, DE INSPECAO E DE GORDURA",173.08,2.49,170.59,0.00,202412
97896,"CAIXA ENTERRADA HIDRÁULICA RETANGULAR, EM CONCRETO PRÉ-MOLDADO, DIMENSÕES INTERNAS: 0,4X0,4X0,4 M. AF_12/2020",UN,INSTALACOES HIDRO SANITARIAS,"CAIXAS D'DAGUA, DE INSPECAO E DE GORDURA",321.34,5.71,313.17,2.46,202412
97897,"CAIXA ENTERRADA HIDRÁULICA RETANGULAR, EM CONCRETO PRÉ-MOLDADO, DIMENSÕES INTERNAS: 0,6X0,6X0,5 M. AF_12/2020",UN,INSTALACOES HIDRO SANITARIAS,"CAIXAS D'DAGUA, DE INSPECAO E DE GORDURA",418.14,10.99,401.12,6.03,202412
97898,"CAIXA ENTERRADA HIDRÁULICA RETANGULAR, EM CONCRETO PRÉ-MOLDADO, DIMENSÕES INTERNAS: 0,8X0,8X0,5 M. AF_12/2020",UN,INSTALACOES HIDRO SANITARIAS,"CAIXAS D'DAGUA, DE INSPECAO E DE GORDURA",814.59,83.96,719.34,11.04,202412
97900,"CAIXA ENTERRADA HIDRÁULICA RETANGULAR EM ALVENARIA COM TIJOLOS CERÂMICOS MACIÇOS, DIMENSÕES INTERNAS: 0,3X0,3X0,3 M PARA REDE DE ESGOTO. AF_12/2020",UN,INSTALACOES HIDRO SANITARIAS,"CAIXAS D'DAGUA, DE INSPECAO E DE GORDURA",184.57,81.91,102.10,0.40,202412
97901,"CAIXA ENTERRADA HIDRÁULICA RETANGULAR EM ALVENARIA COM TIJOLOS CERÂMICOS MACIÇOS, DIMENSÕES INTERNAS: 0,4X0,4X0,4 M PARA REDE DE ESGOTO. AF_12/2020",UN,INSTALACOES HIDRO SANITARIAS,"CAIXAS D'DAGUA, DE INSPECAO E DE GORDURA",288.67,129.11,158.68,0.64,202412
97902,"CAIXA ENTERRADA HIDRÁULICA RETANGULAR EM ALVENARIA COM TIJOLOS CERÂMICOS MACIÇOS, DIMENSÕES INTERNAS: 0,6X0,6X0,6 M PARA REDE DE ESGOTO. AF_12/2020",UN,INSTALACOES HIDRO SANITARIAS,"CAIXAS D'DAGUA, DE INSPECAO E DE GORDURA",557.58,244.06,310.83,2.26,202412
97903,"CAIXA ENTERRADA HIDRÁULICA RETANGULAR EM ALVENARIA COM TIJOLOS CERÂMICOS MACIÇOS, DIMENSÕES INTERNAS: 0,8X0,8X0,6 M PARA REDE DE ESGOTO. AF_12/2020",UN,INSTALACOES HIDRO SANITARIAS,"CAIXAS D'DAGUA, DE INSPECAO E DE GORDURA",777.57,340.19,433.16,3.55,202412
97904,"CAIXA ENTERRADA HIDRÁULICA RETANGULAR EM ALVENARIA COM TIJOLOS CERÂMICOS MACIÇOS, DIMENSÕES INTERNAS: 1X1X0,6 M PARA REDE DE ESGOTO. AF_12/2020",UN,INSTALACOES HIDRO SANITARIAS,"CAIXAS D'DAGUA, DE INSPECAO E DE GORDURA",914.69,367.87,541.89,4.22,202412
97905,"CAIXA ENTERRADA HIDRÁULICA RETANGULAR, EM ALVENARIA COM BLOCOS DE CONCRETO, DIMENSÕES INTERNAS: 0,4X0,4X0,4 M PARA REDE DE ESGOTO. AF_12/2020",UN,INSTALACOES HIDRO SANITARIAS,"CAIXAS D'DAGUA, DE INSPECAO E DE GORDURA",244.22,105.43,137.96,0.61,202412
97906,"CAIXA ENTERRADA HIDRÁULICA RETANGULAR, EM ALVENARIA COM BLOCOS DE CONCRETO, DIMENSÕES INTERNAS: 0,6X0,6X0,6 M PARA REDE DE ESGOTO. AF_12/2020",UN,INSTALACOES HIDRO SANITARIAS,"CAIXAS D'DAGUA, DE INSPECAO E DE GORDURA",452.61,189.13,260.93,2.17,202412
97907,"CAIXA ENTERRADA HIDRÁULICA RETANGULAR, EM ALVENARIA COM BLOCOS DE CONCRETO, DIMENSÕES INTERNAS: 0,8X0,8X0,6 M PARA REDE DE ESGOTO. AF_12/2020",UN,INSTALACOES HIDRO SANITARIAS,"CAIXAS D'DAGUA, DE INSPECAO E DE GORDURA",643.63,270.10,369.47,3.44,202412
97908,"CAIXA ENTERRADA HIDRÁULICA RETANGULAR, EM ALVENARIA COM BLOCOS DE CONCRETO, DIMENSÕES INTERNAS: 1X1X0,6 M PARA REDE DE ESGOTO. AF_12/2020",UN,INSTALACOES HIDRO SANITARIAS,"CAIXAS D'DAGUA, DE INSPECAO E DE GORDURA",756.20,284.92,466.55,4.09,202412
97912,"TRANSPORTE COM CAMINHÃO BASCULANTE DE 6 M³, EM VIA URBANA EM LEITO NATURAL (UNIDADE: M3XKM). AF_07/2020",M3XKM,"TRANPORTES, CARGAS E DESCARGAS",TRANSPORTE COMERCIAL,3.79,0.70,1.53,1.56,202412
97913,"TRANSPORTE COM CAMINHÃO BASCULANTE DE 6 M³, EM VIA URBANA EM REVESTIMENTO PRIMÁRIO (UNIDADE: M3XKM). AF_07/2020",M3XKM,"TRANPORTES, CARGAS E DESCARGAS",TRANSPORTE COMERCIAL,3.28,0.60,1.33,1.35,202412
97914,"TRANSPORTE COM CAMINHÃO BASCULANTE DE 6 M³, EM VIA URBANA PAVIMENTADA, DMT ATÉ 30 KM (UNIDADE: M3XKM). AF_07/2020",M3XKM,"TRANPORTES, CARGAS E DESCARGAS",TRANSPORTE COMERCIAL,3.01,0.56,1.21,1.24,202412
97915,"TRANSPORTE COM CAMINHÃO BASCULANTE DE 6 M³, EM VIA URBANA PAVIMENTADA, ADICIONAL PARA DMT EXCEDENTE A 30 KM (UNIDADE: M3XKM). AF_07/2020",M3XKM,"TRANPORTES, CARGAS E DESCARGAS",TRANSPORTE COMERCIAL,1.21,0.22,0.52,0.47,202412
97916,"TRANSPORTE COM CAMINHÃO BASCULANTE DE 6 M³, EM VIA URBANA EM LEITO NATURAL (UNIDADE: TXKM). AF_07/2020",TXKM,MOVIMENTO DE TERRA,"CARGA, DESCARGA E/OU TRANSPORTE DE MATERIAIS",2.53,0.47,1.04,1.02,202412
97917,"TRANSPORTE COM CAMINHÃO BASCULANTE DE 6 M³, EM VIA URBANA EM REVESTIMENTO PRIMÁRIO (UNIDADE: TXKM). AF_07/2020",TXKM,MOVIMENTO DE TERRA,"CARGA, DESCARGA E/OU TRANSPORTE DE MATERIAIS",2.17,0.40,0.87,0.90,202412
97918,"TRANSPORTE COM CAMINHÃO BASCULANTE DE 6 M³, EM VIA URBANA PAVIMENTADA, DMT ATÉ 30 KM (UNIDADE: TXKM). AF_07/2020",TXKM,MOVIMENTO DE TERRA,"CARGA, DESCARGA E/OU TRANSPORTE DE MATERIAIS",2.00,0.37,0.80,0.83,202412
